Tree Number,Survey date,Location,Rep,Plot,Subplot,Treat,Tree cover (%),Cover,Tree #,Year planted,Genotype,Staple flag,Plastic marker,Staple paint,Species,Basal diam (mm),Height (cm),Crown diameter1 (cm),Crown diameter2 (cm) ,Avg crown diam (cm),Condition,Damage & notes,,,,
166,2021-AUG-08,Alex Fraser,1,ICH1,7E,30Ret,0,open,3,2020,Larch,green,,,Lw,,,,,,D,,,,,
167,2021-AUG-08,Alex Fraser,1,ICH1,7E,30Ret,0,open,2,2020,Lodgepole pine,blue & green,,,Pl,4.5,16,5,5,5,M,"drought, browsed top, new leader",,,,
168,2021-AUG-08,Alex Fraser,1,ICH1,7E,30Ret,0,open,5,2020,Lodgepole pine,blue & green,,,Pl,5.5,37,7,5,6,G,veg,,,,
169,2021-AUG-08,Alex Fraser,1,ICH1,7E,30Ret,0,open,4,2020,Ponderosa pine,pink & green,,,Py,4.1,25,10,10,10,G,veg,,,,
170,2021-AUG-08,Alex Fraser,1,ICH1,7E,30Ret,0,open,1,2020,Redfish B class Fd,white & blue stripe,,,Fd,,,,,,D,,,,,
171,2021-AUG-08,Alex Fraser,1,ICH1,7F,30Ret,0,open,1,2020,Jaffray B class Fd,blue,,,Fd,2.2,10,5,4,4.5,M,browsed top,,,,
172,2021-AUG-08,Alex Fraser,1,ICH1,7F,30Ret,0,open,2,2020,Peterhope B class Fd,pink,,,Fd,4,24,15,13,14,G,drought,,,,
173,2021-AUG-08,Alex Fraser,1,ICH1,7F,30Ret,0,open,3,2020,Larch,green,,,Lw,,,,,,D,,,,,
174,2021-AUG-08,Alex Fraser,1,ICH1,7G,30Ret,0,open,1,2020,Lodgepole pine,blue & green,,,Pl,4.6,27.5,11,12,11.5,G,crook,,,,
175,2021-AUG-08,Alex Fraser,1,ICH1,7G,30Ret,0,open,2,2020,Ponderosa pine,pink & green,,,Py,7.3,35,10,14,12,M,drought,,,,
176,2021-AUG-08,Alex Fraser,1,ICH1,7G,30Ret,0,open,3,2020,Ponderosa pine,pink & green,,,Py,4.8,18.5,7,10,8.5,P,"drought, browsed lateral",,,,
177,2021-AUG-08,Alex Fraser,1,ICH1,7G,30Ret,0,open,4,2020,Venables future Fd,pink & orange,,,Fd,,,,,,D,,,,,
178,2021-AUG-08,Alex Fraser,1,ICH1,7H,30Ret,40,partial,1,2020,Peterhope B class Fd,pink,,,Fd,2.5,14,13,7,10,G,,,,,
179,2021-AUG-08,Alex Fraser,1,ICH1,7H,30Ret,40,partial,2,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
180,2021-AUG-08,Alex Fraser,1,ICH1,7H,30Ret,40,partial,4,2020,Larch,green,,,Lw,,,,,,D,,,,,
181,2021-AUG-08,Alex Fraser,1,ICH1,7H,30Ret,40,partial,3,2020,Redfish B class Fd,white & blue stripe,,,Fd,,,,,,D,,,,,
182,2021-AUG-08,Alex Fraser,1,ICH1,7I,30Ret,20,partial,1,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
183,2021-AUG-08,Alex Fraser,1,ICH1,8A,30Ret,70,under canopy,4,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
184,2021-AUG-08,Alex Fraser,1,ICH1,8A,30Ret,70,under canopy,1,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
185,2021-AUG-08,Alex Fraser,1,ICH1,8A,30Ret,70,under canopy,2,2020,Larch,green,,,Lw,,,,,,D,,,,,
186,2021-AUG-08,Alex Fraser,1,ICH1,8A,30Ret,70,under canopy,3,2020,Ponderosa pine,pink & green,,,Py,3.2,16,7,6,6.5,G,,,,,
187,2021-AUG-08,Alex Fraser,1,ICH1,8B,30Ret,50,under canopy,3,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,,,,,,D,,,,,
188,2021-AUG-08,Alex Fraser,1,ICH1,8B,30Ret,50,under canopy,1,2020,Alex Fraser future Fd,pink & blue,,,Fd,4.7,14.5,20,15,17.5,G,,,,,
189,2021-AUG-08,Alex Fraser,1,ICH1,8B,30Ret,50,under canopy,4,2020,Lodgepole pine,blue & green,,,Pl,4.5,32,3,4,3.5,G,,,,,
190,2021-AUG-08,Alex Fraser,1,ICH1,8B,30Ret,50,under canopy,2,2020,Ponderosa pine,pink & green,,,Py,4.3,12,5,5,5,M,drought,,,,
191,2021-AUG-08,Alex Fraser,1,ICH1,8C,30Ret,0,,7,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,4.1,32,8,8,8,G,drought,,,,
192,2021-AUG-08,Alex Fraser,1,ICH1,8C,30Ret,0,,9,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
193,2021-AUG-08,Alex Fraser,1,ICH1,8C,30Ret,0,,2,2020,Jaffray B class Fd,blue,,,Fd,4.1,11.5,15,14,14.5,M,browsed top,,,,
194,2021-AUG-08,Alex Fraser,1,ICH1,8C,30Ret,0,,5,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
195,2021-AUG-08,Alex Fraser,1,ICH1,8C,30Ret,0,,4,2020,John Prince B class Fd,pink polka,,,Fd,,,,,,D,drought,,,,
196,2021-AUG-08,Alex Fraser,1,ICH1,8C,30Ret,0,,8,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
197,2021-AUG-08,Alex Fraser,1,ICH1,8C,30Ret,0,open,1,2020,Larch,green,,,Lw,,,,,,D,,,,,
198,2021-AUG-08,Alex Fraser,1,ICH1,8C,30Ret,0,,6,2020,Ponderosa pine,pink & green,,,Py,5.2,23.5,12,14,13,G,crook,,,,
199,2021-AUG-08,Alex Fraser,1,ICH1,8C,30Ret,0,,3,2020,Redfish B class Fd,white & blue stripe,,,Fd,,,,,,D,browsed top,,,,
200,2021-AUG-08,Alex Fraser,1,ICH1,8D,30Ret,0,open,3,2020,Alex Fraser A class Fd,blue & orange,,,Fd,2.8,24.5,10,13,11.5,G,frost,,,,
201,2021-AUG-08,Alex Fraser,1,ICH1,8D,30Ret,0,open,4,2020,John Prince B class Fd,pink polka,,,Fd,,,,,,D,,,,,
202,2021-AUG-08,Alex Fraser,1,ICH1,8D,30Ret,0,open,1,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
203,2021-AUG-08,Alex Fraser,1,ICH1,8D,30Ret,0,open,2,2020,Ponderosa pine,pink & green,,,Py,4.4,24.5,10,10,10,G,,,,,
204,2021-AUG-08,Alex Fraser,1,ICH1,8E,30Ret,0,open,3,2020,Jaffray B class Fd,blue ,,,Fd,,,,,,D,,,,,
205,2021-AUG-08,Alex Fraser,1,ICH1,8E,30Ret,0,open,1,2020,Larch,green,,,Lw,,,,,,D,,,,,
206,2021-AUG-08,Alex Fraser,1,ICH1,8E,30Ret,0,open,2,2020,Lodgepole pine,blue & green,,,Pl,3.6,23,7,7,7,G,veg,,,,
207,2021-AUG-08,Alex Fraser,1,ICH1,8F,30Ret,0,open,4,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
208,2021-AUG-08,Alex Fraser,1,ICH1,8F,30Ret,0,open,1,2020,Lodgepole pine,blue & green,,,Pl,4.4,30,10,12,11,G,,,,,
209,2021-AUG-08,Alex Fraser,1,ICH1,8F,30Ret,0,open,2,2020,Lodgepole pine,blue & green,,,Pl,4,17,9,8,8.5,M,"drought, browsed top",,,,
210,2021-AUG-08,Alex Fraser,1,ICH1,8F,30Ret,0,open,3,2020,Venables future Fd,pink & orange,,,Fd,,,,,,D,,,,,
211,2021-AUG-08,Alex Fraser,1,ICH1,8G,30Ret,0,open,1,2020,Lodgepole pine,blue & green,,,Pl,4.5,31.5,10,9,9.5,M,slash,,,,
212,2021-AUG-08,Alex Fraser,1,ICH1,8H,30Ret,30,partial,2,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
213,2021-AUG-08,Alex Fraser,1,ICH1,8H,30Ret,60,partial,2,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
214,2021-AUG-08,Alex Fraser,1,ICH1,8H,30Ret,30,partial,4,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
215,2021-AUG-08,Alex Fraser,1,ICH1,8H,30Ret,30,partial,1,2020,Larch,green,,,Lw,,,,,,D,,,,,
216,2021-AUG-08,Alex Fraser,1,ICH1,8H,30Ret,30,partial,3,2020,Ponderosa pine,pink & green,,,Py,,,,,,D,,,,,
217,2021-AUG-08,Alex Fraser,1,ICH1,8I,30Ret,15,partial,2,2020,Alex Fraser future Fd,pink & blue,,,Fd,2.6,18,8,6,7,P,frost,,,,
218,2021-AUG-08,Alex Fraser,1,ICH1,8I,30Ret,15,partial,3,2020,Larch,green,,,Lw,,,,,,D,,,,,
219,2021-AUG-08,Alex Fraser,1,ICH1,8I,30Ret,15,partial,1,2020,Lodgepole pine,blue & green,,,Pl,3.7,13,8,9,8.5,P,,,,,
220,2021-AUG-08,Alex Fraser,1,ICH1,9A,30Ret,75,under canopy,2,2020,Alex Fraser A class Fd,blue & orange,,,Fd,3,10,5,4,4.5,M,browsed top,,,,
221,2021-AUG-08,Alex Fraser,1,ICH1,9A,30Ret,75,under canopy,4,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,,,,,,D,,,,,
222,2021-AUG-08,Alex Fraser,1,ICH1,9A,30Ret,75,under canopy,5,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
223,2021-AUG-08,Alex Fraser,1,ICH1,9A,30Ret,75,under canopy,3,2020,John Prince B class Fd,pink polka,,,Fd,,,,,,D,,,,,
224,2021-AUG-08,Alex Fraser,1,ICH1,9A,30Ret,75,under canopy,1,2020,Ponderosa pine,pink & green,,,Py,3.4,14.5,5,5,5,M,"browsed top, new leader",,,,
225,2021-AUG-08,Alex Fraser,1,ICH1,9B,30Ret,15,partial,4,2020,Alex Fraser A class Fd,blue & orange,,,Fd,3.3,13,10,7,8.5,M,,,,,
226,2021-AUG-08,Alex Fraser,1,ICH1,9B,30Ret,15,partial,7,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
227,2021-AUG-08,Alex Fraser,1,ICH1,9B,30Ret,15,partial,1,2020,John Prince B class Fd,pink polka,,,Fd,,,,,,D,,,,,
228,2021-AUG-08,Alex Fraser,1,ICH1,9B,30Ret,15,partial,6,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
229,2021-AUG-08,Alex Fraser,1,ICH1,9B,30Ret,15,partial,3,2020,Lodgepole pine,blue & green,,,Pl,5.6,35.5,11,9,10,G,slash,,,,
230,2021-AUG-08,Alex Fraser,1,ICH1,9B,30Ret,15,partial,2,2020,Redfish B class Fd,white & blue stripe,,,Fd,3.7,16,11,9,10,M,browsed top,,,,
231,2021-AUG-08,Alex Fraser,1,ICH1,9B,30Ret,15,partial,5,2020,Venables B class Fd,white & red stripe,,,Fd,4.6,33,11,8,9.5,G,"browsed top, new leader",,,,
232,2021-AUG-08,Alex Fraser,1,ICH1,9C,30Ret,0,open,1,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
233,2021-AUG-08,Alex Fraser,1,ICH1,9C,30Ret,0,open,3,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
234,2021-AUG-08,Alex Fraser,1,ICH1,9C,30Ret,0,open,2,2020,Redfish B class Fd,white & blue stripe,,,Fd,,,,,,D,,,,,
235,2021-AUG-08,Alex Fraser,1,ICH1,9D,30Ret,0,open,1,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
236,2021-AUG-08,Alex Fraser,1,ICH1,9E,30Ret,0,open,1,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
237,2021-AUG-08,Alex Fraser,1,ICH1,9F,30Ret,0,open,1,2020,Alex Fraser A class Fd,blue & orange,,,Fd,,,,,,D,,,,,
238,2021-AUG-08,Alex Fraser,1,ICH1,9F,30Ret,0,open,2,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
239,2021-AUG-08,Alex Fraser,1,ICH1,9G,30Ret,15,partial,1,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
240,2021-AUG-08,Alex Fraser,1,ICH1,9G,30Ret,15,partial,3,2020,Ponderosa pine,pink & green,,,Py,5.6,21,9,11,10,M,,,,,
241,2021-AUG-08,Alex Fraser,1,ICH1,9G,30Ret,15,partial,2,2020,Venables future Fd,pink & orange,,,Fd,,,,,,D,,,,,
242,2021-AUG-08,Alex Fraser,1,ICH1,9H,30Ret,20,partial,1,2020,Alex Fraser future Fd,pink & blue,,,Fd,4.8,14,10,5,7.5,P,browsed top,,,,
243,2021-AUG-08,Alex Fraser,1,ICH1,9H,30Ret,20,partial,3,2020,Jaffray B class Fd,blue ,,,Fd,,,,,,D,,,,,
244,2021-AUG-08,Alex Fraser,1,ICH1,9H,30Ret,20,partial,2,2020,Ponderosa pine,pink & green,,,Py,,,,,,D,,,,,
245,2021-AUG-08,Alex Fraser,1,ICH1,9I,30Ret,40,under canopy,2,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,,,,,,D,,,,,
246,2021-AUG-08,Alex Fraser,1,ICH1,9I,30Ret,40,under canopy,1,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
247,2021-AUG-10,Alex Fraser,1,ICH2,1A,clearcut,0,open,no trees,2020,,,,,,,,,,,,,,,,
248,2021-AUG-10,Alex Fraser,1,ICH2,1B,clearcut,0,open,no trees,2020,,,,,,,,,,,,,,,,
249,2021-AUG-10,Alex Fraser,1,ICH2,1C,clearcut,0,open,2,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
250,2021-AUG-10,Alex Fraser,1,ICH2,1C,clearcut,0,open,1,2020,Larch,green,,,Lw,,,,,,D,,,,,
251,2021-AUG-10,Alex Fraser,1,ICH2,1D,clearcut,0,open,2,2020,Alex Fraser A class Fd,blue & orange,,,Fd,3.5,21.5,8,7,7.5,G,,,,,
252,2021-AUG-10,Alex Fraser,1,ICH2,1D,clearcut,0,open,1,2020,Redfish B class Fd,white & blue stripe,,,Fd,,,,,,D,,,,,
253,2021-AUG-10,Alex Fraser,1,ICH2,1E,clearcut,0,open,no trees,2020,,,,,,,,,,,,,,,,
254,2021-AUG-10,Alex Fraser,1,ICH2,1F,clearcut,0,open,1,2020,Larch,green,,,Lw,,,,,,D,,,,,
255,2021-AUG-10,Alex Fraser,1,ICH2,1F,clearcut,0,open,2,2020,Lodgepole pine,blue & green,,,Pl,4.4,26,9,10,9.5,G,veg,,,,
256,2021-AUG-10,Alex Fraser,1,ICH2,1F,clearcut,0,open,3,2020,Ponderosa pine,pink & green,,,Py,5.4,16,9,15,12,M,"drought, veg",,,,
257,2021-AUG-10,Alex Fraser,1,ICH2,1G,clearcut,0,open,1,2020,Ponderosa pine,pink & green,,,Py,5.9,25,12,13,12.5,G,,,,,
258,2021-AUG-10,Alex Fraser,1,ICH2,1H,clearcut,0,open,no trees,2020,,,,,,,,,,,,,,,,
259,2021-AUG-10,Alex Fraser,1,ICH2,1I,clearcut,0,open,no trees,2020,,,,,,,,,,,,,,,,
260,2021-AUG-10,Alex Fraser,1,ICH2,2A,clearcut,0,open,no trees,2020,,,,,,,,,,,,,,,,
261,2021-AUG-10,Alex Fraser,1,ICH2,2B,clearcut,0,open,2,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
262,2021-AUG-10,Alex Fraser,1,ICH2,2B,clearcut,0,open,3,2020,Lodgepole pine,blue & green,,,Pl,2.7,19,6,4,5,M,browsed top,,,,
263,2021-AUG-10,Alex Fraser,1,ICH2,2B,clearcut,0,open,4,2020,Ponderosa pine,pink & green,,,Py,6.6,30,16,16,16,G,,,,,
264,2021-AUG-10,Alex Fraser,1,ICH2,2B,clearcut,0,open,1,2020,Redfish B class Fd,white & blue stripe,,,Fd,,,,,,D,,,,,
265,2021-AUG-10,Alex Fraser,1,ICH2,2C,clearcut,0,open,1,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
266,2021-AUG-10,Alex Fraser,1,ICH2,2C,clearcut,0,open,3,2020,Alex Fraser future Fd,pink & blue,,,Fd,4.2,18.5,15,13,14,M,"drought, browsed top & lateral",,,,
267,2021-AUG-10,Alex Fraser,1,ICH2,2C,clearcut,0,open,2,2020,Ponderosa pine,pink & green,,,Py,6,35,19,14,16.5,G,,,,,
268,2021-AUG-10,Alex Fraser,1,ICH2,2D,clearcut,0,open,4,2020,Alex Fraser future Fd,pink & blue,,,Fd,3.2,27,10,10,10,G,,,,,
269,2021-AUG-10,Alex Fraser,1,ICH2,2D,clearcut,0,open,1,2020,Peterhope B class Fd,pink,,,Fd,2.3,11,5,5,5,P,,,,,
270,2021-AUG-10,Alex Fraser,1,ICH2,2D,clearcut,0,open,3,2020,Ponderosa pine,pink & green,,,Py,6.5,22,13,16,14.5,G,,,,,
271,2021-AUG-10,Alex Fraser,1,ICH2,2D,clearcut,0,open,2,2020,Redfish B class Fd,white & blue stripe,,,Fd,,,,,,D,,,,,
272,2021-AUG-10,Alex Fraser,1,ICH2,2E,clearcut,0,open,1,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
273,2021-AUG-10,Alex Fraser,1,ICH2,2F,clearcut,0,open,1,2020,Alex Fraser future Fd,pink & blue,,,Fd,3.2,22,16,16,16,G,,,,,
274,2021-AUG-10,Alex Fraser,1,ICH2,2F,clearcut,0,open,2,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
275,2021-AUG-10,Alex Fraser,1,ICH2,2G,clearcut,0,open,3,2020,Alex Fraser A class Fd,blue & orange,,,Fd,,,,,,D,,,,,
276,2021-AUG-10,Alex Fraser,1,ICH2,2G,clearcut,0,open,2,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,,,,,,D,,,,,
277,2021-AUG-10,Alex Fraser,1,ICH2,2G,clearcut,0,open,5,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
278,2021-AUG-10,Alex Fraser,1,ICH2,2G,clearcut,0,open,7,2020,John Prince B class Fd,pink polka,,,Fd,,,,,,D,,,,,
279,2021-AUG-10,Alex Fraser,1,ICH2,2G,clearcut,0,open,1,2020,Lodgepole pine,blue & green,,,Pl,5,38.5,11,11,11,G,"drought, veg",,,,
280,2021-AUG-10,Alex Fraser,1,ICH2,2G,clearcut,0,open,4,2020,Ponderosa pine,pink & green,,,Py,6.2,23.5,6,7,6.5,G,veg,,,,
281,2021-AUG-10,Alex Fraser,1,ICH2,2G,clearcut,0,open,6,2020,Ponderosa pine,pink & green,,,Py,5.3,21.5,9,13,11,M,drought,,,,
282,2021-AUG-10,Alex Fraser,1,ICH2,2H,clearcut,0,open,5,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,2,11.5,6,5,5.5,N,,,,,
283,2021-AUG-10,Alex Fraser,1,ICH2,2H,clearcut,0,open,2,2020,John Prince B class Fd,pink polka,,,Fd,4.6,25.5,11,6,8.5,G,browsed top,,,,
284,2021-AUG-10,Alex Fraser,1,ICH2,2H,clearcut,0,open,4,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
285,2021-AUG-10,Alex Fraser,1,ICH2,2H,clearcut,0,open,3,2020,Lodgepole pine,blue & green,,,Pl,6.2,31,14,11,12.5,G,,,,,
286,2021-AUG-10,Alex Fraser,1,ICH2,2H,clearcut,0,open,1,2020,Ponderosa pine,pink & green,,,Py,5,24,8,9,8.5,M,"drought, veg",,,,
287,2021-AUG-10,Alex Fraser,1,ICH2,2I,clearcut,0,open,no trees,2020,,,,,,,,,,,,,,,,
288,2021-AUG-10,Alex Fraser,1,ICH2,3A,clearcut,0,open,no trees,2020,,,,,,,,,,,,,,,,
289,2021-AUG-10,Alex Fraser,1,ICH2,3B,clearcut,0,open,1,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
290,2021-AUG-10,Alex Fraser,1,ICH2,3B,clearcut,0,open,2,2020,Ponderosa pine,pink & green,,,Py,4.7,26,8,10,9,M,,,,,
291,2021-AUG-10,Alex Fraser,1,ICH2,3C,clearcut,0,open,3,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
292,2021-AUG-10,Alex Fraser,1,ICH2,3C,clearcut,0,open,2,2020,Larch,green,,,Lw,,,,,,D,,,,,
293,2021-AUG-10,Alex Fraser,1,ICH2,3C,clearcut,0,open,1,2020,Venables future Fd,pink & orange,,,Fd,4.4,32.5,11,11,11,G,"drought, veg competitiom",,,,
294,2021-AUG-10,Alex Fraser,1,ICH2,3D,clearcut,0,open,6,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,4.7,17,16,7,11.5,P,"drought, frost, browsed top",,,,
295,2021-AUG-10,Alex Fraser,1,ICH2,3D,clearcut,0,open,5,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
296,2021-AUG-10,Alex Fraser,1,ICH2,3D,clearcut,0,open,1,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
297,2021-AUG-10,Alex Fraser,1,ICH2,3D,clearcut,0,open,3,2020,Peterhope B class Fd,pink ,,,Fd,,,,,,D,,,,,
298,2021-AUG-10,Alex Fraser,1,ICH2,3D,clearcut,0,open,4,2020,Ponderosa pine,pink & green,,,Py,7.6,36,18,20,19,G,drought,,,,
299,2021-AUG-10,Alex Fraser,1,ICH2,3D,clearcut,0,open,2,2020,Redfish B class Fd,white & blue stripe,,,Fd,,,,,,D,,,,,
300,2021-AUG-10,Alex Fraser,1,ICH2,3E,clearcut,0,open,1,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,,,,,,D,drought,,,,
301,2021-AUG-10,Alex Fraser,1,ICH2,3E,clearcut,0,open,3,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
302,2021-AUG-10,Alex Fraser,1,ICH2,3E,clearcut,0,open,4,2020,Larch,green,,,Lw,,,,,,D,,,,,
303,2021-AUG-10,Alex Fraser,1,ICH2,3E,clearcut,0,open,2,2020,Ponderosa pine,pink & green,,,Py,4.4,20,15,9,12,M,"drought, veg competitiom",,,,
304,2021-AUG-10,Alex Fraser,1,ICH2,3F,clearcut,0,open,1,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
305,2021-AUG-10,Alex Fraser,1,ICH2,3F,clearcut,0,open,5,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
306,2021-AUG-10,Alex Fraser,1,ICH2,3F,clearcut,0,open,3,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
307,2021-AUG-10,Alex Fraser,1,ICH2,3F,clearcut,0,open,6,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
308,2021-AUG-10,Alex Fraser,1,ICH2,3F,clearcut,0,open,2,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
309,2021-AUG-10,Alex Fraser,1,ICH2,3F,clearcut,0,open,4,2020,Venables B class Fd,white & red stripe,,,Fd,,,,,,D,,,,,
310,2021-AUG-10,Alex Fraser,1,ICH2,3G,clearcut,0,open,2,2020,Alex Fraser A class Fd,blue & orange,,,Fd,3.9,36,16,14,15,G,veg,,,,
311,2021-AUG-10,Alex Fraser,1,ICH2,3G,clearcut,0,open,3,2020,Peterhope B class Fd,pink,,,Fd,4,22,10,8,9,M,"drought, veg",,,,
312,2021-AUG-10,Alex Fraser,1,ICH2,3G,clearcut,0,open,1,2020,Ponderosa pine,pink & green,,,Py,6.4,32,20,16,18,G,frost,,,,
313,2021-AUG-10,Alex Fraser,1,ICH2,3G,clearcut,0,open,4,2020,Redfish B class Fd,white & blue stripe,,,Fd,,,,,,D,,,,,
314,2021-AUG-10,Alex Fraser,1,ICH2,3H,clearcut,0,open,3,2020,Alex Fraser A class Fd,blue & orange,,,Fd,,,,,,D,,,,,
315,2021-AUG-10,Alex Fraser,1,ICH2,3H,clearcut,0,open,4,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
316,2021-AUG-10,Alex Fraser,1,ICH2,3H,clearcut,0,open,1,2020,John Prince B class Fd,pink polka,,,Fd,,,,,,D,,,,,
317,2021-AUG-10,Alex Fraser,1,ICH2,3H,clearcut,0,open,5,2020,Ponderosa pine,pink & green,,,Py,5.8,26,9,10,9.5,G,,,,,
318,2021-AUG-10,Alex Fraser,1,ICH2,3H,clearcut,0,open,2,2020,Redfish B class Fd,white & blue stripe,,,Fd,,,,,,D,,,,,
319,2021-AUG-10,Alex Fraser,1,ICH2,3I,clearcut,0,open,no trees,2020,,,,,,,,,,,,,,,,
320,2021-AUG-10,Alex Fraser,1,ICH2,4A,clearcut,0,open,no trees,2020,,,,,,,,,,,,,,,,
321,2021-AUG-10,Alex Fraser,1,ICH2,4B,clearcut,0,open,1,2020,John Prince B class Fd,pink polka,,,Fd,2.9,20,10,13,11.5,M,"browsed top, veg",,,,
322,2021-AUG-10,Alex Fraser,1,ICH2,4B,clearcut,0,open,2,2020,Lodgepole pine,blue & green,,,Pl,3.5,32,10,4,7,P,browsed lateral,,,,
323,2021-AUG-10,Alex Fraser,1,ICH2,4C,clearcut,0,open,2,2020,Jaffray B class Fd,blue,,,Fd,5.5,12,8,10,9,M,"drought, browsed top",,,,
324,2021-AUG-10,Alex Fraser,1,ICH2,4C,clearcut,0,open,1,2020,Ponderosa pine,pink & green,,,Py,5.5,16,15,15,15,G,,,,,
325,2021-AUG-10,Alex Fraser,1,ICH2,4C,clearcut,0,open,3,2020,Ponderosa pine,pink & green,,,Py,4.5,10,13,13,13,M,"drought, browsed top",,,,
326,2021-AUG-10,Alex Fraser,1,ICH2,4C,clearcut,0,open,4,2020,Ponderosa pine,pink & green,,,Py,6,26,17,10,13.5,G,,,,,
327,2021-AUG-10,Alex Fraser,1,ICH2,4D,clearcut,0,open,2,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
328,2021-AUG-10,Alex Fraser,1,ICH2,4D,clearcut,0,open,1,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
329,2021-AUG-10,Alex Fraser,1,ICH2,4D,clearcut,0,open,3,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
330,2021-AUG-10,Alex Fraser,1,ICH2,4D,clearcut,0,open,4,2020,Ponderosa pine,pink & green,,,Py,6,24,13,13,13,G,,,,,
331,2021-AUG-10,Alex Fraser,1,ICH2,4D,clearcut,0,open,6,2020,Ponderosa pine,pink & green,,,Py,4.5,29,12,12,12,G,,,,,
332,2021-AUG-10,Alex Fraser,1,ICH2,4D,clearcut,0,open,5,2020,Redfish B class Fd,white & blue stripe,,,Fd,2.4,16,10,10,10,M,"drought, browsed top & lateral",,,,
333,2021-AUG-10,Alex Fraser,1,ICH2,4E,clearcut,0,open,3,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
334,2021-AUG-10,Alex Fraser,1,ICH2,4E,clearcut,0,open,2,2020,Ponderosa pine,pink & green,,,Py,7.6,34,13,15,14,G,,,,,
335,2021-AUG-10,Alex Fraser,1,ICH2,4E,clearcut,0,open,1,2020,Venables B class Fd,white & red stripe,,,Fd,5.2,28,10,10,10,G,,,,,
336,2021-AUG-10,Alex Fraser,1,ICH2,4F,clearcut,0,open,3,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
337,2021-AUG-10,Alex Fraser,1,ICH2,4F,clearcut,0,open,2,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
338,2021-AUG-10,Alex Fraser,1,ICH2,4F,clearcut,0,open,4,2020,Peterhope B class Fd,pink,,,Fd,2.1,15,5,6,5.5,P,"browsed top, frost",,,,
